Список плит по заказу;Использовано (с учётом резов) / остатки / обрезки
Заказ 3.18м×1080мм: 5 шт;Плит 1200мм потребуется: 23 шт
Заказ 3.18м×1200мм: 5 шт;Первичные резы: 5x(1200мм+0мм); 5x(1080мм+0мм); 5x(1080мм+0мм); 8x(460мм+740мм)
Заказ 3.39м×720мм: 8 шт;Вторичные резы: 8x740мм->720мм
Заказ 3.65м×460мм: 8 шт;
Заказ 5.86м×1080мм: 5 шт;
