Список плит по заказу;Использовано (с учётом резов) / остатки / обрезки
Заказ 3.38м×700мм: 2 шт;Плит 1200мм потребуется: 27 шт
Заказ 4.79м×320мм: 4 шт;Первичные резы: 14x(1200мм+0мм); 4x(1080мм+0мм); 2x(320мм+880мм); 4x(460мм+740мм); 2x(700мм+500мм); 1x(700мм+500мм)
Заказ 4.79м×460мм: 4 шт;Вторичные резы: 2x880мм->700мм; 1x740мм->2x320мм; 3x740мм->700мм
Заказ 4.79м×700мм: 6 шт;
Заказ 4.79м×1080мм: 4 шт;
Заказ 4.79м×1200мм: 14 шт;
