Список плит по заказу;Использовано (с учётом резов) / остатки / обрезки
Заказ 7.8мx320мм: 3 шт;Плит 1200мм потребуется: 10 шт
Заказ 6.8мx320мм: 2 шт;Первичные резы: 3x(320мм+880мм); 1x(700мм+500мм); 3x(860мм+340мм); 1x(860мм+340мм); 2x(860мм+340мм)
Заказ 5.6мx320мм: 1 шт;Вторичные резы: 3x880мм->860мм; 1x340мм->320мм; 2x340мм->320мм
Заказ 5.5мx700мм: 1 шт;
Заказ 7.8мx860мм: 3 шт;
Заказ 6.8мx860мм: 2 шт;
Заказ 5.6мx860мм: 1 шт;
Заказ 2.8мx860мм: 3 шт;
Заказ 5.2мx1080мм: 1 шт;
