Список плит по заказу;Использовано (с учётом резов) / остатки / обрезки
Заказ 5.6мx320мм: 11 шт;Плит 1200мм потребуется: 11 шт
Заказ 3.3мx320мм: 3 шт;Первичные резы: 1x(320мм+880мм); 5x(320мм+880мм); 4x(860мм+340мм); 1x(860мм+340мм)
Заказ 6.6мx860мм: 4 шт;Вторичные резы: 1x880мм->2x320мм; 1x880мм->2x320мм; 4x880мм->860мм; 4x340мм->320мм
Заказ 5.6мx860мм: 5 шт;
