Список плит по заказу;Использовано (с учётом резов) / остатки / обрезки
Заказ 3.60м×320мм: 10 шт;Плит 1200мм потребуется: 4 шт
;Первичные резы: 4x(320мм+880мм)
;Вторичные резы: 3x880мм->2x320мм
