Список плит по заказу;Использовано (с учётом резов) / остатки / обрезки
Заказ 2.03м×1200мм: 2 шт;Плит 1200мм потребуется: 10 шт
Заказ 6.17м×860мм: 4 шт;Первичные резы: 2x(1200мм+0мм); 2x(860мм+340мм); 2x(860мм+340мм); 4x(860мм+340мм)
Заказ 6.45м×860мм: 2 шт;
Заказ 7.68м×860мм: 2 шт;
