Список плит по заказу;Использовано (с учётом резов) / остатки / обрезки
Заказ 3.31м×320мм: 2 шт;Плит 1200мм потребуется: 13 шт
Заказ 5.60м×320мм: 13 шт;Первичные резы: 1x(320мм+880мм); 6x(320мм+880мм); 1x(860мм+340мм); 5x(860мм+340мм)
Заказ 5.60м×860мм: 6 шт;Вторичные резы: 1x880мм->2x320мм; 5x880мм->860мм; 1x340мм->320мм; 5x340мм->320мм
Заказ 6.60м×860мм: 5 шт;
